id`remark`type`farmland_type`order`last_id`next_id`icon`name`desc`parm_show`parm`buy_cost_coin`unlock_villa_level`unlock_position_id
int`string`int`int`int`int`int`string`int`int`int`string`string`int`int
32`橙子`2`10`32`-1`33`icon/chengzi.png`801119`801130`3` 27 ` 200000000000000000000 `1`1
33`全部加成`1`-1`33`-1`34`icon/science_box.png`801109`801120`3` 27 ` 500000000000000000000 `1`1
34`玉米`2`1`34`-1`35`icon/yumi.png`801110`801121`3` 81 ` 25000000000000000000000 `1`1
35`茄子`2`2`35`-1`36`icon/qiezi.png`801111`801122`3` 81 ` 50000000000000000000000 `1`1
36`棉花`2`3`36`-1`37`icon/mianhua.png`801112`801123`3` 81 ` 100000000000000000000000 `1`1
37`玫瑰`2`4`37`-1`38`icon/meigui.png`801113`801124`3` 81 ` 200000000000000000000000 `1`1
38`葫芦`2`5`38`-1`39`icon/hulu.png`801114`801125`3` 81 ` 300000000000000000000000 `1`1
39`西红柿`2`6`39`-1`40`icon/xihongshi.png`801115`801126`3` 81 ` 400000000000000000000000 `1`1
40`南瓜`2`7`40`-1`41`icon/nangua.png`801116`801127`3` 81 ` 500000000000000000000000 `1`1
41`草莓`2`8`41`-1`42`icon/caomei.png`801117`801128`3` 81 ` 600000000000000000000000 `1`1
42`西瓜`2`9`42`-1`43`icon/xigua.png`801118`801129`3` 81 ` 700000000000000000000000 `1`1
43`橙子`2`10`43`-1`44`icon/chengzi.png`801119`801130`3` 81 ` 800000000000000000000000 `1`1
44`全部加成`1`-1`44`-1`45`icon/science_box.png`801109`801120`3` 81 ` 900000000000000000000000 `1`1
45`玉米`2`1`45`-1`46`icon/yumi.png`801110`801121`7` 567 ` 1000000000000000000000000000 `1`1
46`茄子`2`2`46`-1`47`icon/qiezi.png`801111`801122`7` 567 ` 5000000000000000000000000000 `1`1
47`棉花`2`3`47`-1`48`icon/mianhua.png`801112`801123`7` 567 ` 25000000000000000000000000000 `1`1
48`玫瑰`2`4`48`-1`49`icon/meigui.png`801113`801124`7` 567 ` 100000000000000000000000000000 `1`1
49`葫芦`2`5`49`-1`50`icon/hulu.png`801114`801125`7` 567 ` 250000000000000000000000000000 `1`1
50`西红柿`2`6`50`-1`51`icon/xihongshi.png`801115`801126`7` 567 ` 500000000000000000000000000000 `1`1
51`南瓜`2`7`51`-1`52`icon/nangua.png`801116`801127`7` 567 ` 1000000000000000000000000000000 `1`1
52`草莓`2`8`52`-1`53`icon/caomei.png`801117`801128`7` 567 ` 5000000000000000000000000000000 `1`1
53`西瓜`2`9`53`-1`54`icon/xigua.png`801118`801129`7` 567 ` 25000000000000000000000000000000 `1`1
54`橙子`2`10`54`-1`55`icon/chengzi.png`801119`801130`7` 567 ` 50000000000000000000000000000000 `1`1
55`全部加成`1`-1`55`-1`56`icon/science_box.png`801109`801120`7` 567 ` 1000000000000000000000000000000000000000000 `1`1
56`茄子`2`2`56`-1`57`icon/qiezi.png`801111`801122`3` 1701 ` 5000000000000000000000000000000000000000000 `1`1
57`棉花`2`3`57`-1`58`icon/mianhua.png`801112`801123`3` 1701 ` 25000000000000000000000000000000000000000000 `1`1
58`玫瑰`2`4`58`-1`59`icon/meigui.png`801113`801124`3` 1701 ` 50000000000000000000000000000000000000000000 `1`1
59`葫芦`2`5`59`-1`60`icon/hulu.png`801114`801125`3` 1701 ` 100000000000000000000000000000000000000000000 `1`1
60`西红柿`2`6`60`-1`61`icon/xihongshi.png`801115`801126`3` 1701 ` 250000000000000000000000000000000000000000000 `1`1
61`南瓜`2`7`61`-1`62`icon/nangua.png`801116`801127`3` 1701 ` 500000000000000000000000000000000000000000000 `1`1
62`草莓`2`8`62`-1`63`icon/caomei.png`801117`801128`3` 1701 ` 1000000000000000000000000000000000000000000000 `1`1
63`西瓜`2`9`63`-1`64`icon/xigua.png`801118`801129`3` 1701 ` 5000000000000000000000000000000000000000000000 `1`1
64`橙子`2`10`64`-1`65`icon/chengzi.png`801119`801130`3` 1701 ` 10000000000000000000000000000000000000000000000 `1`1
65`玉米`2`1`65`-1`66`icon/yumi.png`801110`801121`3` 1701 ` 25000000000000000000000000000000000000000000000 `1`1
66`全部加成`1`-1`66`-1`67`icon/science_box.png`801109`801120`3` 1701 ` 100000000000000000000000000000000000000000000000 `1`1
67`茄子`2`2`67`-1`68`icon/qiezi.png`801111`801122`3` 5103 ` 250000000000000000000000000000000000000000000000 `1`1
68`棉花`2`3`68`-1`69`icon/mianhua.png`801112`801123`3` 5103 ` 500000000000000000000000000000000000000000000000 `1`1
69`玫瑰`2`4`69`-1`70`icon/meigui.png`801113`801124`3` 5103 ` 750000000000000000000000000000000000000000000000 `1`1
70`葫芦`2`5`70`-1`71`icon/hulu.png`801114`801125`3` 5103 ` 1000000000000000000000000000000000000000000000000 `1`1
71`西红柿`2`6`71`-1`72`icon/xihongshi.png`801115`801126`3` 5103 ` 5000000000000000000000000000000000000000000000000 `1`1
72`南瓜`2`7`72`-1`73`icon/nangua.png`801116`801127`3` 5103 ` 15000000000000000000000000000000000000000000000000 `1`1
73`草莓`2`8`73`-1`74`icon/caomei.png`801117`801128`3` 5103 ` 50000000000000000000000000000000000000000000000000 `1`1
74`西瓜`2`9`74`-1`75`icon/xigua.png`801118`801129`3` 5103 ` 100000000000000000000000000000000000000000000000000 `1`1
75`橙子`2`10`75`-1`76`icon/chengzi.png`801119`801130`3` 5103 ` 250000000000000000000000000000000000000000000000000 `1`1
76`玉米`2`1`76`-1`77`icon/yumi.png`801110`801121`3` 5103 ` 500000000000000000000000000000000000000000000000000 `1`1
77`全部加成`1`-1`77`-1`78`icon/science_box.png`801109`801120`7` 11907 ` 1000000000000000000000000000000000000000000000000000 `1`1
78`全部加成`1`-1`78`-1`79`icon/science_box.png`801109`801120`5` 59535 ` 1000000000000000000000000000000000000000000000000000000 `1`1
79`全部加成`1`-1`79`-1`80`icon/science_box.png`801109`801120`7` 416745 ` 1000000000000000000000000000000000000000000000000000000000000 `1`1
80`茄子`2`2`80`-1`81`icon/qiezi.png`801111`801122`3` 15309 ` 10000000000000000000000000000000000000000000000000000000000000 `1`1
81`棉花`2`3`81`-1`82`icon/mianhua.png`801112`801123`3` 15309 ` 100000000000000000000000000000000000000000000000000000000000000 `1`1
82`全部加成`1`-1`82`-1`83`icon/science_box.png`801109`801120`9` 3750705 ` 1000000000000000000000000000000000000000000000000000000000000000000 `1`1
83`玫瑰`2`4`83`-1`84`icon/meigui.png`801113`801124`3` 15309 ` 10000000000000000000000000000000000000000000000000000000000000000000 `1`1
84`葫芦`2`5`84`-1`85`icon/hulu.png`801114`801125`3` 15309 ` 100000000000000000000000000000000000000000000000000000000000000000000 `1`1
85`全部加成`1`-1`85`-1`86`icon/science_box.png`801109`801120`11` 41257755 ` 1000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
86`西红柿`2`6`86`-1`87`icon/xihongshi.png`801115`801126`3` 15309 ` 10000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
87`南瓜`2`7`87`-1`88`icon/nangua.png`801116`801127`3` 15309 ` 100000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
88`全部加成`1`-1`88`-1`89`icon/science_box.png`801109`801120`13` 536350815 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
89`草莓`2`8`89`-1`90`icon/caomei.png`801117`801128`3` 15309 ` 10000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
90`西瓜`2`9`90`-1`91`icon/xigua.png`801118`801129`3` 15309 ` 100000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
91`全部加成`1`-1`91`-1`92`icon/science_box.png`801109`801120`15` 8045262225 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
92`橙子`2`10`92`-1`93`icon/chengzi.png`801119`801130`3` 15309 ` 10000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
93`玉米`2`1`93`-1`94`icon/yumi.png`801110`801121`3` 15309 ` 100000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
94`全部加成`1`-1`94`-1`95`icon/science_box.png`801109`801120`3` 24135786675 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
95`全部加成`1`-1`95`-1`96`icon/science_box.png`801109`801120`3` 72407360025 ` 3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
96`茄子`2`2`96`-1`97`icon/qiezi.png`801111`801122`3` 45927 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
97`棉花`2`3`97`-1`98`icon/mianhua.png`801112`801123`3` 45927 ` 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
98`玫瑰`2`4`98`-1`99`icon/meigui.png`801113`801124`3` 45927 ` 25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
99`葫芦`2`5`99`-1`100`icon/hulu.png`801114`801125`3` 45927 ` 50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
100`西红柿`2`6`100`-1`101`icon/xihongshi.png`801115`801126`3` 45927 ` 100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
101`南瓜`2`7`101`-1`102`icon/nangua.png`801116`801127`3` 45927 ` 250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
102`草莓`2`8`102`-1`103`icon/caomei.png`801117`801128`3` 45927 ` 500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
103`西瓜`2`9`103`-1`104`icon/xigua.png`801118`801129`3` 45927 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
104`橙子`2`10`104`-1`105`icon/chengzi.png`801119`801130`3` 45927 ` 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
105`玉米`2`1`105`-1`106`icon/yumi.png`801110`801121`3` 45927 ` 10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
106`全部加成`1`-1`106`-1`107`icon/science_box.png`801109`801120`2` 144814720050 ` 500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
107`茄子`2`2`107`-1`108`icon/qiezi.png`801111`801122`2` 91854 ` 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
108`棉花`2`3`108`-1`109`icon/mianhua.png`801112`801123`2` 91854 ` 11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
109`玫瑰`2`4`109`-1`110`icon/meigui.png`801113`801124`2` 91854 ` 66000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
110`葫芦`2`5`110`-1`111`icon/hulu.png`801114`801125`2` 91854 ` 230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
111`西红柿`2`6`111`-1`112`icon/xihongshi.png`801115`801126`2` 91854 ` 400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
112`南瓜`2`7`112`-1`113`icon/nangua.png`801116`801127`2` 91854 ` 700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
113`草莓`2`8`113`-1`114`icon/caomei.png`801117`801128`2` 91854 ` 4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
114`全部加成`1`-1`114`-1`115`icon/science_box.png`801109`801120`3` 434444160150 ` 10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
115`全部加成`1`-1`115`-1`116`icon/science_box.png`801109`801120`6` 2606664960900 ` 20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
116`西瓜`2`9`116`-1`117`icon/xigua.png`801118`801129`2` 91854 ` 29000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
117`橙子`2`10`117`-1`118`icon/chengzi.png`801119`801130`2` 91854 ` 145000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
118`玉米`2`1`118`-1`119`icon/yumi.png`801110`801121`2` 91854 ` 300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
119`全部加成`1`-1`119`-1`120`icon/science_box.png`801109`801120`2` 5213329921800 ` 500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
120`全部加成`1`-1`120`-1`121`icon/science_box.png`801109`801120`5` 26066649609000 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
121`棉花`2`3`121`-1`122`icon/mianhua.png`801112`801123`3` 275562 ` 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
122`棉花`2`3`122`-1`123`icon/mianhua.png`801112`801123`3` 826686 ` 150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
123`棉花`2`3`123`-1`124`icon/mianhua.png`801112`801123`3` 2480058 ` 400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
124`玫瑰`2`4`124`-1`125`icon/meigui.png`801113`801124`3` 275562 ` 900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
125`玫瑰`2`4`125`-1`126`icon/meigui.png`801113`801124`3` 826686 ` 6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
126`玫瑰`2`4`126`-1`127`icon/meigui.png`801113`801124`3` 2480058 ` 15000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
127`葫芦`2`5`127`-1`128`icon/hulu.png`801114`801125`2` 183708 ` 60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
128`葫芦`2`5`128`-1`129`icon/hulu.png`801114`801125`3` 551124 ` 185000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
129`葫芦`2`5`129`-1`130`icon/hulu.png`801114`801125`3` 1653372 ` 500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
130`全部加成`1`-1`130`-1`131`icon/science_box.png`801109`801120`3` 78199948827000 ` 600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
131`西红柿`2`6`131`-1`132`icon/xihongshi.png`801115`801126`2` 183708 ` 750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
132`西红柿`2`6`132`-1`133`icon/xihongshi.png`801115`801126`3` 551124 ` 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
133`西红柿`2`6`133`-1`134`icon/xihongshi.png`801115`801126`3` 1653372 ` 45000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
134`南瓜`2`7`134`-1`135`icon/nangua.png`801116`801127`3` 275562 ` 125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
135`南瓜`2`7`135`-1`136`icon/nangua.png`801116`801127`3` 826686 ` 300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
136`南瓜`2`7`136`-1`137`icon/nangua.png`801116`801127`3` 2480058 ` 900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
137`全部加成`1`-1`137`-1`138`icon/science_box.png`801109`801120`3` 234599846481000 ` 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
138`草莓`2`8`138`-1`139`icon/caomei.png`801117`801128`2` 183708 ` 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
139`草莓`2`8`139`-1`140`icon/caomei.png`801117`801128`3` 551124 ` 70000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
140`草莓`2`8`140`-1`141`icon/caomei.png`801117`801128`3` 1653372 ` 250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
141`西瓜`2`9`141`-1`142`icon/xigua.png`801118`801129`3` 275562 ` 500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
142`西瓜`2`9`142`-1`143`icon/xigua.png`801118`801129`3` 826686 ` 900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
143`西瓜`2`9`143`-1`-1`icon/xigua.png`801118`801129`3` 2480058 ` 1305000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 `1`1
