id`remark`type`star`maxlevel`extra_level`icon`animation`produce_time`speed_or_produce_multiple`speed_up_multiple`produce_multiple`multiple`produce`store`levelup_cost`levelup_exp`produce_special`unlock_villa_level`steal_cd_time`share_prize
int`string`int`int`int`int`string`string`int`int`int`int`string`string`int`string`int`string`int`int`int
116``1`17`100`0`icon/yumi.png`fm_yumi.db`43`2`4`4`5242880`0;1;1;0`28800`0;4;1.07;0`17`601;60`16`1800`-1
117``1`18`100`0`icon/yumi.png`fm_yumi.db`43`2`4`4`20971520`0;1;1;0`28800`0;4;1.07;0`18`601;60`17`1800`-1
118``1`19`100`0`icon/yumi.png`fm_yumi.db`43`2`4`4`83886080`0;1;1;0`28800`0;4;1.07;0`19`601;60`18`1800`-1
119``1`20`100`0`icon/yumi.png`fm_yumi.db`43`2`4`4`335544320`0;1;1;0`28800`0;4;1.07;0`20`601;60`19`1800`-1
120``1`21`100`0`icon/yumi.png`fm_yumi.db`43`2`4`4`1342177280`0;1;1;0`28800`0;4;1.07;0`21`601;50`20`1800`-1
121``1`22`100`0`icon/yumi.png`fm_yumi.db`43`2`4`4`5368709120`0;1;1;0`28800`0;4;1.07;0`22`601;50`21`1800`-1
122``1`23`250`0`icon/yumi.png`fm_yumi.db`43`2`5`5`26843545600`0;1;1;0`28800`0;4;1.07;0`23`601;50`22`1800`-1
123``1`24`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`53687091200`0;1;1;0`28800`0;4;1.07;0`24`601;50`23`1800`-1
124``1`25`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`107374182400`0;1;1;0`28800`0;4;1.07;0`25`601;50`24`1800`-1
125``1`26`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`214748364800`0;1;1;0`28800`0;4;1.07;0`26`601;50`25`1800`-1
126``1`27`250`0`icon/yumi.png`fm_yumi.db`43`2`5`5`1073741824000`0;1;1;0`28800`0;4;1.07;0`27`601;50`26`1800`-1
127``1`28`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`2147483648000`0;1;1;0`28800`0;4;1.07;0`28`601;50`27`1800`-1
128``1`29`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`4294967296000`0;1;1;0`28800`0;4;1.07;0`29`601;50`28`1800`-1
129``1`30`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`8589934592000`0;1;1;0`28800`0;4;1.07;0`30`601;50`29`1800`-1
130``1`31`250`0`icon/yumi.png`fm_yumi.db`43`2`5`5`42949672960000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
131``1`32`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`85899345920000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
132``1`33`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`171798691840000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
133``1`34`250`0`icon/yumi.png`fm_yumi.db`43`2`2`2`343597383680000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
134``1`35`250`0`icon/yumi.png`fm_yumi.db`43`2`5`5`1717986918400000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
135``1`36`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`5153960755200000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
136``1`37`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`15461882265600000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
137``1`38`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`46385646796800000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
138``1`39`250`0`icon/yumi.png`fm_yumi.db`43`2`5`5`231928233984000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
139``1`40`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`695784701952000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
140``1`41`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`2087354105856000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
141``1`42`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`6262062317568000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
142``1`43`250`0`icon/yumi.png`fm_yumi.db`43`2`5`5`31310311587840000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
143``1`44`250`0`icon/yumi.png`fm_yumi.db`43`2`3`3`93930934763520000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
144``1`45`277`0`icon/yumi.png`fm_yumi.db`43`2`3`3`281792804290560000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
145``1`46`223`0`icon/yumi.png`fm_yumi.db`43`2`3`3`845378412871680000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
146``1`47`200`0`icon/yumi.png`fm_yumi.db`43`2`3`3`2536135238615040000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
147``1`48`200`0`icon/yumi.png`fm_yumi.db`43`2`3`3`7608405715845120000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
148``1`49`200`0`icon/yumi.png`fm_yumi.db`43`2`3`3`22825217147535400000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
149``1`50`200`0`icon/yumi.png`fm_yumi.db`43`2`3`3`68475651442606100000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
150``1`51`200`0`icon/yumi.png`fm_yumi.db`43`2`3`3`205426954327818000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
151``1`52`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`616280862983455000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
152``1`53`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`1848842588950360000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
153``1`54`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`5546527766851090000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
154``1`55`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`16639583300553300000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
155``1`56`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`49918749901659800000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
156``1`57`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`149756249704979000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
157``1`58`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`449268749114938000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
158``1`59`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`1347806247344820000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
159``1`60`100`0`icon/yumi.png`fm_yumi.db`43`2`3`3`4043418742034450000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
156``1`61`99`0`icon/yumi.png`fm_yumi.db`43`2`5`5`20217093710172200000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
157``1`62`1`0`icon/yumi.png`fm_yumi.db`43`2`3`3`60651281130516700000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
158``1`63`200`0`icon/yumi.png`fm_yumi.db`43`2`3`3`181953843391550000000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
159``1`64`-1`0`icon/yumi.png`fm_yumi.db`43`2`3`3`545861530174650000000000000000`0;1;1;0`28800`0;4;1.07;0`31`601;50`30`1800`-1
200``2`1`25`0`icon/qiezi.png`fm_qiezi.db`3000`1`2`2`1`0;60;1;0`3600`0;60;1.15;0`1`602;100`1`1800`-1
201``2`2`25`0`icon/qiezi.png`fm_qiezi.db`1500`1`2`2`1`0;60;1;0`7200`0;60;1.15;0`2`602;100`1`1800`-1
202``2`3`50`0`icon/qiezi.png`fm_qiezi.db`750`1`2`2`1`0;60;1;0`10800`0;60;1.15;0`3`602;100`2`1800`-1
203``2`4`25`0`icon/qiezi.png`fm_qiezi.db`375`1`2`2`1`0;60;1;0`14400`0;60;1.15;0`4`602;100`3`1800`-1
204``2`5`25`0`icon/qiezi.png`fm_qiezi.db`187`1`2`2`1`0;60;1;0`18000`0;60;1.15;0`5`602;100`4`1800`-1
205``2`6`25`0`icon/qiezi.png`fm_qiezi.db`93`1`2`2`1`0;60;1;0`21600`0;60;1.15;0`6`602;100`5`1800`-1
206``2`7`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`2`0;60;1;0`25200`0;60;1.15;0`7`602;100`6`1800`-1
207``2`8`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`4`0;60;1;0`28800`0;60;1.15;0`8`602;100`7`1800`-1
208``2`9`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`8`0;60;1;0`28800`0;60;1.15;0`9`602;100`8`1800`-1
209``2`10`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`16`0;60;1;0`28800`0;60;1.15;0`10`602;100`9`1800`-1
210``2`11`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`32`0;60;1;0`28800`0;60;1.15;0`11`602;80`10`1800`-1
211``2`12`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`64`0;60;1;0`28800`0;60;1.15;0`12`602;80`11`1800`-1
212``2`13`25`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`192`0;60;1;0`28800`0;60;1.15;0`13`602;80`12`1800`-1
213``2`14`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`384`0;60;1;0`28800`0;60;1.15;0`14`602;80`13`1800`-1
214``2`15`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`768`0;60;1;0`28800`0;60;1.15;0`15`602;80`14`1800`-1
215``2`16`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1536`0;60;1;0`28800`0;60;1.15;0`16`602;60`15`1800`-1
216``2`17`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`3072`0;60;1;0`28800`0;60;1.15;0`17`602;60`16`1800`-1
217``2`18`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`6144`0;60;1;0`28800`0;60;1.15;0`18`602;60`17`1800`-1
218``2`19`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`12288`0;60;1;0`28800`0;60;1.15;0`19`602;60`18`1800`-1
219``2`20`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`24576`0;60;1;0`28800`0;60;1.15;0`20`602;60`19`1800`-1
220``2`21`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`49152`0;60;1;0`28800`0;60;1.15;0`21`602;50`20`1800`-1
221``2`22`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`98304`0;60;1;0`28800`0;60;1.15;0`22`602;50`21`1800`-1
222``2`23`25`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`294912`0;60;1;0`28800`0;60;1.15;0`23`602;50`22`1800`-1
223``2`24`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`589824`0;60;1;0`28800`0;60;1.15;0`24`602;50`23`1800`-1
224``2`25`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1179648`0;60;1;0`28800`0;60;1.15;0`25`602;50`24`1800`-1
225``2`26`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`2359296`0;60;1;0`28800`0;60;1.15;0`26`602;50`25`1800`-1
226``2`27`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`4718592`0;60;1;0`28800`0;60;1.15;0`27`602;50`26`1800`-1
227``2`28`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`9437184`0;60;1;0`28800`0;60;1.15;0`28`602;50`27`1800`-1
228``2`29`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`18874368`0;60;1;0`28800`0;60;1.15;0`29`602;50`28`1800`-1
229``2`30`25`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`56623104`0;60;1;0`28800`0;60;1.15;0`30`602;50`29`1800`-1
230``2`31`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`113246208`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
231``2`32`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`226492416`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
232``2`33`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`452984832`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
233``2`34`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`905969664`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
234``2`35`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1811939328`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
235``2`36`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`3623878656`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
236``2`37`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`7247757312`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
237``2`38`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`14495514624`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
238``2`39`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`28991029248`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
239``2`40`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`57982058496`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
240``2`41`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`115964116992`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
241``2`42`25`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`347892350976`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
242``2`43`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`695784701952`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
243``2`44`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1391569403904`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
244``2`45`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`2783138807808`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
245``2`46`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`5566277615616`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
246``2`47`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`11132555231232`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
247``2`48`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`22265110462464`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
248``2`49`25`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`44530220924928`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
249``2`50`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`89060441849856`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
250``2`51`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`178120883699712`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
251``2`52`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`356241767399424`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
252``2`53`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`712483534798848`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
253``2`54`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1424967069597700`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
254``2`55`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`2849934139195390`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
255``2`56`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`5699868278390780`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
256``2`57`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`11399736556781600`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
257``2`58`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`22799473113563100`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
258``2`59`50`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`68398419340689400`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
259``2`60`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`136796838681379000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
260``2`61`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`273593677362758000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
261``2`62`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`547187354725515000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
262``2`63`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1094374709451030000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
263``2`64`50`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`2188749418902060000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
264``2`65`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`4377498837804120000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
265``2`66`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`8754997675608240000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
266``2`67`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`17509995351216500000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
267``2`68`100`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`52529986053649500000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
268``2`69`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`105059972107299000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
269``2`70`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`210119944214598000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
270``2`71`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`420239888429196000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
271``2`72`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`840479776858391000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
272``2`73`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1680959553716780000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
273``2`74`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`3361919107433570000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
274``2`75`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`6723838214867130000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
275``2`76`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`13447676429734300000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
276``2`77`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`26895352859468500000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
277``2`78`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`53790705718937100000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
278``2`79`100`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`161372117156811000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
279``2`80`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`322744234313622000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
280``2`81`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`645488468627245000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
281``2`82`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1290976937254490000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
282``2`83`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`2581953874508980000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
283``2`84`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`5163907749017960000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
284``2`85`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`10327815498035900000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
285``2`86`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`20655630996071800000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
286``2`87`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`41311261992143700000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
287``2`88`100`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`123933785976431000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
288``2`89`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`247867571952862000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
289``2`90`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`495735143905724000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
290``2`91`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`991470287811448000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
291``2`92`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`1982940575622900000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
292``2`93`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`3965881151245790000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
293``2`94`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`7931762302491580000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
294``2`95`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`15863524604983200000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
295``2`96`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`31727049209966300000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
296``2`97`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`63454098419932700000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
297``2`98`100`0`icon/qiezi.png`fm_qiezi.db`93`2`2`2`126908196839865000000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
298``2`99`-1`0`icon/qiezi.png`fm_qiezi.db`93`2`3`3`380724590519596000000000000000`0;60;1;0`28800`0;60;1.15;0`31`602;50`30`1800`-1
300``3`1`25`0`icon/mianhua.png`fm_mianhua.db`6000`1`2`2`1`0;540;1;0`7200`0;720;1.14;0`2`603;100`2`1800`-1
301``3`2`25`0`icon/mianhua.png`fm_mianhua.db`3000`1`2`2`1`0;540;1;0`10800`0;720;1.14;0`3`603;100`2`1800`-1
302``3`3`50`0`icon/mianhua.png`fm_mianhua.db`1500`1`2`2`1`0;540;1;0`14400`0;720;1.14;0`4`603;100`3`1800`-1
303``3`4`100`0`icon/mianhua.png`fm_mianhua.db`750`1`2`2`1`0;540;1;0`18000`0;720;1.14;0`5`603;100`4`1800`-1
304``3`5`100`0`icon/mianhua.png`fm_mianhua.db`375`1`2`2`1`0;540;1;0`21600`0;720;1.14;0`6`603;100`5`1800`-1
305``3`6`100`0`icon/mianhua.png`fm_mianhua.db`187`1`2`2`1`0;540;1;0`25200`0;720;1.14;0`7`603;100`6`1800`-1
306``3`7`100`0`icon/mianhua.png`fm_mianhua.db`93`1`2`2`1`0;540;1;0`28800`0;720;1.14;0`8`603;100`7`1800`-1
307``3`8`100`0`icon/mianhua.png`fm_mianhua.db`93`2`2`2`2`0;540;1;0`28800`0;720;1.14;0`9`603;100`8`1800`-1
308``3`9`100`0`icon/mianhua.png`fm_mianhua.db`93`2`2`2`4`0;540;1;0`28800`0;720;1.14;0`10`603;100`9`1800`-1
309``3`10`100`0`icon/mianhua.png`fm_mianhua.db`93`2`2`2`8`0;540;1;0`28800`0;720;1.14;0`11`603;80`10`1800`-1
310``3`11`100`0`icon/mianhua.png`fm_mianhua.db`93`2`2`2`16`0;540;1;0`28800`0;720;1.14;0`12`603;80`11`1800`-1
311``3`12`100`0`icon/mianhua.png`fm_mianhua.db`93`2`2`2`32`0;540;1;0`28800`0;720;1.14;0`13`603;80`12`1800`-1
