id`remark`type`level`pic1`desc`parm`next_level_parm`levelup_cost_chip`levelup_cost_coin`levelup_exp`unlock_villa_level`share_prize
int`string`int`int`string`int`int`int`string`long`int`int`int
202``2`2`icon/qiezi.png`800516`65`80`7;1`39000`16`2`-1
203``2`3`icon/qiezi.png`800516`80`95`7;1`110000`20`3`-1
204``2`4`icon/qiezi.png`800516`95`110`7;1`260000`21`4`-1
205``2`5`icon/qiezi.png`800516`110`125`7;2`980000`45`5`-1
206``2`6`icon/qiezi.png`800516`125`140`7;2`1800000`50`6`-1
207``2`7`icon/qiezi.png`800516`140`155`7;3`3400000`56`7`-1
208``2`8`icon/qiezi.png`800516`155`170`7;6`5800000`57`8`-1
209``2`9`icon/qiezi.png`800516`170`185`7;10`11000000`59`9`-1
210``2`10`icon/qiezi.png`800516`185`200`7;15`23000000`100`10`-1
211``2`11`icon/qiezi.png`800516`200`215`7;20`33000000`120`11`-1
212``2`12`icon/qiezi.png`800516`215`230`7;25`53000000`137`12`-1
213``2`13`icon/qiezi.png`800516`230`245`7;30`77000000`158`13`-1
214``2`14`icon/qiezi.png`800516`245`260`7;35`140000000`174`14`-1
215``2`15`icon/qiezi.png`800516`260`275`7;45`270000000`267`15`-1
216``2`16`icon/qiezi.png`800516`275`290`7;55`380000000`295`16`-1
217``2`17`icon/qiezi.png`800516`290`305`7;75`500000000`330`17`-1
218``2`18`icon/qiezi.png`800516`305`320`7;90`660000000`361`18`-1
219``2`19`icon/qiezi.png`800516`320`335`7;100`830000000`400`19`-1
220``2`20`icon/qiezi.png`800516`335`350`7;150`1600000000`630`20`-1
221``2`21`icon/qiezi.png`800516`350`365`7;180`2100000000`660`21`-1
222``2`22`icon/qiezi.png`800516`365`380`7;180`2600000000`690`22`-1
223``2`23`icon/qiezi.png`800516`380`395`7;190`3200000000`720`23`-1
224``2`24`icon/qiezi.png`800516`395`410`7;190`3900000000`750`24`-1
225``2`25`icon/qiezi.png`800516`410`425`7;290`6100000000`1040`25`-1
226``2`26`icon/qiezi.png`800516`425`440`7;290`7100000000`1080`26`-1
227``2`27`icon/qiezi.png`800516`440`455`7;300`8300000000`1120`27`-1
228``2`28`icon/qiezi.png`800516`455`470`7;300`9500000000`1160`28`-1
229``2`29`icon/qiezi.png`800516`470`485`7;340`11000000000`1200`29`-1
230``2`30`icon/qiezi.png`800516`485`485`7;340`12000000000`1240`0`-1
300``3`0`icon/mianhua.png`800517`0`50`8;1`4600`7`1`-1
301``3`1`icon/mianhua.png`800517`50`65`8;1`4600`12`1`-1
302``3`2`icon/mianhua.png`800517`65`80`8;1`39000`16`2`-1
303``3`3`icon/mianhua.png`800517`80`95`8;1`110000`20`3`-1
304``3`4`icon/mianhua.png`800517`95`110`8;1`260000`21`4`-1
305``3`5`icon/mianhua.png`800517`110`125`8;2`980000`45`5`-1
306``3`6`icon/mianhua.png`800517`125`140`8;2`1800000`50`6`-1
307``3`7`icon/mianhua.png`800517`140`155`8;3`3400000`56`7`-1
308``3`8`icon/mianhua.png`800517`155`170`8;6`5800000`57`8`-1
309``3`9`icon/mianhua.png`800517`170`185`8;10`11000000`59`9`-1
310``3`10`icon/mianhua.png`800517`185`200`8;15`23000000`100`10`-1
311``3`11`icon/mianhua.png`800517`200`215`8;20`33000000`120`11`-1
312``3`12`icon/mianhua.png`800517`215`230`8;25`53000000`137`12`-1
313``3`13`icon/mianhua.png`800517`230`245`8;30`77000000`158`13`-1
314``3`14`icon/mianhua.png`800517`245`260`8;35`140000000`174`14`-1
315``3`15`icon/mianhua.png`800517`260`275`8;45`270000000`267`15`-1
316``3`16`icon/mianhua.png`800517`275`290`8;55`380000000`295`16`-1
317``3`17`icon/mianhua.png`800517`290`305`8;75`500000000`330`17`-1
318``3`18`icon/mianhua.png`800517`305`320`8;90`660000000`361`18`-1
319``3`19`icon/mianhua.png`800517`320`335`8;100`830000000`400`19`-1
320``3`20`icon/mianhua.png`800517`335`350`8;150`1600000000`630`20`-1
321``3`21`icon/mianhua.png`800517`350`365`8;180`2100000000`660`21`-1
322``3`22`icon/mianhua.png`800517`365`380`8;180`2600000000`690`22`-1
323``3`23`icon/mianhua.png`800517`380`395`8;190`3200000000`720`23`-1
324``3`24`icon/mianhua.png`800517`395`410`8;190`3900000000`750`24`-1
325``3`25`icon/mianhua.png`800517`410`425`8;290`6100000000`1040`25`-1
326``3`26`icon/mianhua.png`800517`425`440`8;290`7100000000`1080`26`-1
327``3`27`icon/mianhua.png`800517`440`455`8;300`8300000000`1120`27`-1
328``3`28`icon/mianhua.png`800517`455`470`8;300`9500000000`1160`28`-1
329``3`29`icon/mianhua.png`800517`470`485`8;340`11000000000`1200`29`-1
330``3`30`icon/mianhua.png`800517`485`485`8;340`12000000000`1240`0`-1
400``4`0`icon/meigui.png`800518`0`50`9;1`39000`7`1`-1
401``4`1`icon/meigui.png`800518`50`65`9;1`39000`12`1`-1
402``4`2`icon/meigui.png`800518`65`80`9;1`39000`16`2`-1
403``4`3`icon/meigui.png`800518`80`95`9;1`110000`20`3`-1
404``4`4`icon/meigui.png`800518`95`110`9;1`260000`21`4`-1
405``4`5`icon/meigui.png`800518`110`125`9;2`980000`45`5`-1
406``4`6`icon/meigui.png`800518`125`140`9;2`1800000`50`6`-1
407``4`7`icon/meigui.png`800518`140`155`9;3`3400000`56`7`-1
408``4`8`icon/meigui.png`800518`155`170`9;6`5800000`57`8`-1
409``4`9`icon/meigui.png`800518`170`185`9;10`11000000`59`9`-1
410``4`10`icon/meigui.png`800518`185`200`9;15`23000000`100`10`-1
411``4`11`icon/meigui.png`800518`200`215`9;20`33000000`120`11`-1
412``4`12`icon/meigui.png`800518`215`230`9;25`53000000`137`12`-1
413``4`13`icon/meigui.png`800518`230`245`9;30`77000000`158`13`-1
414``4`14`icon/meigui.png`800518`245`260`9;35`140000000`174`14`-1
415``4`15`icon/meigui.png`800518`260`275`9;45`270000000`267`15`-1
416``4`16`icon/meigui.png`800518`275`290`9;55`380000000`295`16`-1
417``4`17`icon/meigui.png`800518`290`305`9;75`500000000`330`17`-1
418``4`18`icon/meigui.png`800518`305`320`9;90`660000000`361`18`-1
419``4`19`icon/meigui.png`800518`320`335`9;100`830000000`400`19`-1
420``4`20`icon/meigui.png`800518`335`350`9;150`1600000000`630`20`-1
421``4`21`icon/meigui.png`800518`350`365`9;180`2100000000`660`21`-1
422``4`22`icon/meigui.png`800518`365`380`9;180`2600000000`690`22`-1
423``4`23`icon/meigui.png`800518`380`395`9;190`3200000000`720`23`-1
424``4`24`icon/meigui.png`800518`395`410`9;190`3900000000`750`24`-1
425``4`25`icon/meigui.png`800518`410`425`9;290`6100000000`1040`25`-1
426``4`26`icon/meigui.png`800518`425`440`9;290`7100000000`1080`26`-1
427``4`27`icon/meigui.png`800518`440`455`9;300`8300000000`1120`27`-1
428``4`28`icon/meigui.png`800518`455`470`9;300`9500000000`1160`28`-1
429``4`29`icon/meigui.png`800518`470`485`9;340`11000000000`1200`29`-1
430``4`30`icon/meigui.png`800518`485`485`9;340`12000000000`1240`0`-1
500``5`0`icon/hulu.png`800519`0`50`10;1`39000`7`1`-1
501``5`1`icon/hulu.png`800519`50`65`10;1`39000`12`1`-1
502``5`2`icon/hulu.png`800519`65`80`10;1`39000`16`2`-1
503``5`3`icon/hulu.png`800519`80`95`10;1`110000`20`3`-1
504``5`4`icon/hulu.png`800519`95`110`10;1`260000`21`4`-1
505``5`5`icon/hulu.png`800519`110`125`10;2`980000`45`5`-1
506``5`6`icon/hulu.png`800519`125`140`10;2`1800000`50`6`-1
507``5`7`icon/hulu.png`800519`140`155`10;3`3400000`56`7`-1
508``5`8`icon/hulu.png`800519`155`170`10;6`5800000`57`8`-1
509``5`9`icon/hulu.png`800519`170`185`10;10`11000000`59`9`-1
510``5`10`icon/hulu.png`800519`185`200`10;15`23000000`100`10`-1
511``5`11`icon/hulu.png`800519`200`215`10;20`33000000`120`11`-1
512``5`12`icon/hulu.png`800519`215`230`10;25`53000000`137`12`-1
513``5`13`icon/hulu.png`800519`230`245`10;30`77000000`158`13`-1
514``5`14`icon/hulu.png`800519`245`260`10;35`140000000`174`14`-1
515``5`15`icon/hulu.png`800519`260`275`10;45`270000000`267`15`-1
516``5`16`icon/hulu.png`800519`275`290`10;55`380000000`295`16`-1
517``5`17`icon/hulu.png`800519`290`305`10;75`500000000`330`17`-1
518``5`18`icon/hulu.png`800519`305`320`10;90`660000000`361`18`-1
519``5`19`icon/hulu.png`800519`320`335`10;100`830000000`400`19`-1
520``5`20`icon/hulu.png`800519`335`350`10;150`1600000000`630`20`-1
521``5`21`icon/hulu.png`800519`350`365`10;180`2100000000`660`21`-1
522``5`22`icon/hulu.png`800519`365`380`10;180`2600000000`690`22`-1
523``5`23`icon/hulu.png`800519`380`395`10;190`3200000000`720`23`-1
524``5`24`icon/hulu.png`800519`395`410`10;190`3900000000`750`24`-1
525``5`25`icon/hulu.png`800519`410`425`10;290`6100000000`1040`25`-1
526``5`26`icon/hulu.png`800519`425`440`10;290`7100000000`1080`26`-1
527``5`27`icon/hulu.png`800519`440`455`10;300`8300000000`1120`27`-1
528``5`28`icon/hulu.png`800519`455`470`10;300`9500000000`1160`28`-1
529``5`29`icon/hulu.png`800519`470`485`10;340`11000000000`1200`29`-1
530``5`30`icon/hulu.png`800519`485`485`10;340`12000000000`1240`0`-1
600``6`0`icon/xihongshi.png`800520`0`50`11;1`39000`7`1`-1
601``6`1`icon/xihongshi.png`800520`50`65`11;1`39000`12`1`-1
602``6`2`icon/xihongshi.png`800520`65`80`11;1`39000`16`2`-1
603``6`3`icon/xihongshi.png`800520`80`95`11;1`110000`20`3`-1
604``6`4`icon/xihongshi.png`800520`95`110`11;1`260000`21`4`-1
605``6`5`icon/xihongshi.png`800520`110`125`11;2`980000`45`5`-1
606``6`6`icon/xihongshi.png`800520`125`140`11;2`1800000`50`6`-1
607``6`7`icon/xihongshi.png`800520`140`155`11;3`3400000`56`7`-1
608``6`8`icon/xihongshi.png`800520`155`170`11;6`5800000`57`8`-1
609``6`9`icon/xihongshi.png`800520`170`185`11;10`11000000`59`9`-1
610``6`10`icon/xihongshi.png`800520`185`200`11;15`23000000`100`10`-1
611``6`11`icon/xihongshi.png`800520`200`215`11;20`33000000`120`11`-1
612``6`12`icon/xihongshi.png`800520`215`230`11;25`53000000`137`12`-1
613``6`13`icon/xihongshi.png`800520`230`245`11;30`77000000`158`13`-1
614``6`14`icon/xihongshi.png`800520`245`260`11;35`140000000`174`14`-1
615``6`15`icon/xihongshi.png`800520`260`275`11;45`270000000`267`15`-1
616``6`16`icon/xihongshi.png`800520`275`290`11;55`380000000`295`16`-1
617``6`17`icon/xihongshi.png`800520`290`305`11;75`500000000`330`17`-1
618``6`18`icon/xihongshi.png`800520`305`320`11;90`660000000`361`18`-1
619``6`19`icon/xihongshi.png`800520`320`335`11;100`830000000`400`19`-1
620``6`20`icon/xihongshi.png`800520`335`350`11;150`1600000000`630`20`-1
621``6`21`icon/xihongshi.png`800520`350`365`11;180`2100000000`660`21`-1
622``6`22`icon/xihongshi.png`800520`365`380`11;180`2600000000`690`22`-1
623``6`23`icon/xihongshi.png`800520`380`395`11;190`3200000000`720`23`-1
624``6`24`icon/xihongshi.png`800520`395`410`11;190`3900000000`750`24`-1
625``6`25`icon/xihongshi.png`800520`410`425`11;290`6100000000`1040`25`-1
626``6`26`icon/xihongshi.png`800520`425`440`11;290`7100000000`1080`26`-1
627``6`27`icon/xihongshi.png`800520`440`455`11;300`8300000000`1120`27`-1
628``6`28`icon/xihongshi.png`800520`455`470`11;300`9500000000`1160`28`-1
629``6`29`icon/xihongshi.png`800520`470`485`11;340`11000000000`1200`29`-1
630``6`30`icon/xihongshi.png`800520`485`485`11;340`12000000000`1240`0`-1
700``7`0`icon/nangua.png`800521`0`50`12;1`110000`7`1`-1
701``7`1`icon/nangua.png`800521`50`65`12;1`110000`12`1`-1
702``7`2`icon/nangua.png`800521`65`80`12;1`110000`16`2`-1
703``7`3`icon/nangua.png`800521`80`95`12;1`110000`20`3`-1
704``7`4`icon/nangua.png`800521`95`110`12;1`260000`21`4`-1
705``7`5`icon/nangua.png`800521`110`125`12;2`980000`45`5`-1
706``7`6`icon/nangua.png`800521`125`140`12;2`1800000`50`6`-1
707``7`7`icon/nangua.png`800521`140`155`12;3`3400000`56`7`-1
708``7`8`icon/nangua.png`800521`155`170`12;6`5800000`57`8`-1
709``7`9`icon/nangua.png`800521`170`185`12;10`11000000`59`9`-1
710``7`10`icon/nangua.png`800521`185`200`12;15`23000000`100`10`-1
711``7`11`icon/nangua.png`800521`200`215`12;20`33000000`120`11`-1
712``7`12`icon/nangua.png`800521`215`230`12;25`53000000`137`12`-1
713``7`13`icon/nangua.png`800521`230`245`12;30`77000000`158`13`-1
714``7`14`icon/nangua.png`800521`245`260`12;35`140000000`174`14`-1
715``7`15`icon/nangua.png`800521`260`275`12;45`270000000`267`15`-1
716``7`16`icon/nangua.png`800521`275`290`12;55`380000000`295`16`-1
717``7`17`icon/nangua.png`800521`290`305`12;75`500000000`330`17`-1
718``7`18`icon/nangua.png`800521`305`320`12;90`660000000`361`18`-1
719``7`19`icon/nangua.png`800521`320`335`12;100`830000000`400`19`-1
720``7`20`icon/nangua.png`800521`335`350`12;150`1600000000`630`20`-1
721``7`21`icon/nangua.png`800521`350`365`12;180`2100000000`660`21`-1
722``7`22`icon/nangua.png`800521`365`380`12;180`2600000000`690`22`-1
723``7`23`icon/nangua.png`800521`380`395`12;190`3200000000`720`23`-1
724``7`24`icon/nangua.png`800521`395`410`12;190`3900000000`750`24`-1
725``7`25`icon/nangua.png`800521`410`425`12;290`6100000000`1040`25`-1
726``7`26`icon/nangua.png`800521`425`440`12;290`7100000000`1080`26`-1
727``7`27`icon/nangua.png`800521`440`455`12;300`8300000000`1120`27`-1
728``7`28`icon/nangua.png`800521`455`470`12;300`9500000000`1160`28`-1
729``7`29`icon/nangua.png`800521`470`485`12;340`11000000000`1200`29`-1
730``7`30`icon/nangua.png`800521`485`485`12;340`12000000000`1240`0`-1
800``8`0`icon/caomei.png`800522`0`50`13;1`260000`7`1`-1
801``8`1`icon/caomei.png`800522`50`65`13;1`260000`12`1`-1
802``8`2`icon/caomei.png`800522`65`80`13;1`260000`16`2`-1
803``8`3`icon/caomei.png`800522`80`95`13;1`260000`20`3`-1
804``8`4`icon/caomei.png`800522`95`110`13;1`260000`21`4`-1
805``8`5`icon/caomei.png`800522`110`125`13;2`980000`45`5`-1
806``8`6`icon/caomei.png`800522`125`140`13;2`1800000`50`6`-1
807``8`7`icon/caomei.png`800522`140`155`13;3`3400000`56`7`-1
808``8`8`icon/caomei.png`800522`155`170`13;6`5800000`57`8`-1
809``8`9`icon/caomei.png`800522`170`185`13;10`11000000`59`9`-1
810``8`10`icon/caomei.png`800522`185`200`13;15`23000000`100`10`-1
811``8`11`icon/caomei.png`800522`200`215`13;20`33000000`120`11`-1
812``8`12`icon/caomei.png`800522`215`230`13;25`53000000`137`12`-1
813``8`13`icon/caomei.png`800522`230`245`13;30`77000000`158`13`-1
814``8`14`icon/caomei.png`800522`245`260`13;35`140000000`174`14`-1
815``8`15`icon/caomei.png`800522`260`275`13;45`270000000`267`15`-1
816``8`16`icon/caomei.png`800522`275`290`13;55`380000000`295`16`-1
817``8`17`icon/caomei.png`800522`290`305`13;75`500000000`330`17`-1
818``8`18`icon/caomei.png`800522`305`320`13;90`660000000`361`18`-1
819``8`19`icon/caomei.png`800522`320`335`13;100`830000000`400`19`-1
820``8`20`icon/caomei.png`800522`335`350`13;150`1600000000`630`20`-1
821``8`21`icon/caomei.png`800522`350`365`13;180`2100000000`660`21`-1
822``8`22`icon/caomei.png`800522`365`380`13;180`2600000000`690`22`-1
823``8`23`icon/caomei.png`800522`380`395`13;190`3200000000`720`23`-1
824``8`24`icon/caomei.png`800522`395`410`13;190`3900000000`750`24`-1
825``8`25`icon/caomei.png`800522`410`425`13;290`6100000000`1040`25`-1
826``8`26`icon/caomei.png`800522`425`440`13;290`7100000000`1080`26`-1
827``8`27`icon/caomei.png`800522`440`455`13;300`8300000000`1120`27`-1
828``8`28`icon/caomei.png`800522`455`470`13;300`9500000000`1160`28`-1
829``8`29`icon/caomei.png`800522`470`485`13;340`11000000000`1200`29`-1
830``8`30`icon/caomei.png`800522`485`485`13;340`12000000000`1240`0`-1
900``9`0`icon/xigua.png`800523`0`50`14;1`980000`7`1`-1
901``9`1`icon/xigua.png`800523`50`65`14;1`980000`12`1`-1
902``9`2`icon/xigua.png`800523`65`80`14;1`980000`16`2`-1
903``9`3`icon/xigua.png`800523`80`95`14;1`980000`20`3`-1
904``9`4`icon/xigua.png`800523`95`110`14;1`980000`21`4`-1
905``9`5`icon/xigua.png`800523`110`125`14;2`980000`45`5`-1
906``9`6`icon/xigua.png`800523`125`140`14;2`1800000`50`6`-1
907``9`7`icon/xigua.png`800523`140`155`14;3`3400000`56`7`-1
908``9`8`icon/xigua.png`800523`155`170`14;6`5800000`57`8`-1
909``9`9`icon/xigua.png`800523`170`185`14;10`11000000`59`9`-1
910``9`10`icon/xigua.png`800523`185`200`14;15`23000000`100`10`-1
911``9`11`icon/xigua.png`800523`200`215`14;20`33000000`120`11`-1
912``9`12`icon/xigua.png`800523`215`230`14;25`53000000`137`12`-1
913``9`13`icon/xigua.png`800523`230`245`14;30`77000000`158`13`-1
914``9`14`icon/xigua.png`800523`245`260`14;35`140000000`174`14`-1
915``9`15`icon/xigua.png`800523`260`275`14;45`270000000`267`15`-1
916``9`16`icon/xigua.png`800523`275`290`14;55`380000000`295`16`-1
917``9`17`icon/xigua.png`800523`290`305`14;75`500000000`330`17`-1
918``9`18`icon/xigua.png`800523`305`320`14;90`660000000`361`18`-1
919``9`19`icon/xigua.png`800523`320`335`14;100`830000000`400`19`-1
920``9`20`icon/xigua.png`800523`335`350`14;150`1600000000`630`20`-1
921``9`21`icon/xigua.png`800523`350`365`14;180`2100000000`660`21`-1
922``9`22`icon/xigua.png`800523`365`380`14;180`2600000000`690`22`-1
923``9`23`icon/xigua.png`800523`380`395`14;190`3200000000`720`23`-1
924``9`24`icon/xigua.png`800523`395`410`14;190`3900000000`750`24`-1
925``9`25`icon/xigua.png`800523`410`425`14;290`6100000000`1040`25`-1
926``9`26`icon/xigua.png`800523`425`440`14;290`7100000000`1080`26`-1
927``9`27`icon/xigua.png`800523`440`455`14;300`8300000000`1120`27`-1
928``9`28`icon/xigua.png`800523`455`470`14;300`9500000000`1160`28`-1
929``9`29`icon/xigua.png`800523`470`485`14;340`11000000000`1200`29`-1
930``9`30`icon/xigua.png`800523`485`485`14;340`12000000000`1240`0`-1
1000``10`0`icon/chengzi.png`800524`0`50`15;1`980000`7`1`-1
1001``10`1`icon/chengzi.png`800524`50`65`15;1`980000`12`1`-1
1002``10`2`icon/chengzi.png`800524`65`80`15;1`980000`16`2`-1
1003``10`3`icon/chengzi.png`800524`80`95`15;1`980000`20`3`-1
1004``10`4`icon/chengzi.png`800524`95`110`15;1`980000`21`4`-1
1005``10`5`icon/chengzi.png`800524`110`125`15;2`980000`45`5`-1
1006``10`6`icon/chengzi.png`800524`125`140`15;2`1800000`50`6`-1
1007``10`7`icon/chengzi.png`800524`140`155`15;3`3400000`56`7`-1
1008``10`8`icon/chengzi.png`800524`155`170`15;6`5800000`57`8`-1
1009``10`9`icon/chengzi.png`800524`170`185`15;10`11000000`59`9`-1
1010``10`10`icon/chengzi.png`800524`185`200`15;15`23000000`100`10`-1
1011``10`11`icon/chengzi.png`800524`200`215`15;20`33000000`120`11`-1
1012``10`12`icon/chengzi.png`800524`215`230`15;25`53000000`137`12`-1
1013``10`13`icon/chengzi.png`800524`230`245`15;30`77000000`158`13`-1
1014``10`14`icon/chengzi.png`800524`245`260`15;35`140000000`174`14`-1
1015``10`15`icon/chengzi.png`800524`260`275`15;45`270000000`267`15`-1
1016``10`16`icon/chengzi.png`800524`275`290`15;55`380000000`295`16`-1
1017``10`17`icon/chengzi.png`800524`290`305`15;75`500000000`330`17`-1
1018``10`18`icon/chengzi.png`800524`305`320`15;90`660000000`361`18`-1
1019``10`19`icon/chengzi.png`800524`320`335`15;100`830000000`400`19`-1
1020``10`20`icon/chengzi.png`800524`335`350`15;150`1600000000`630`20`-1
1021``10`21`icon/chengzi.png`800524`350`365`15;180`2100000000`660`21`-1
1022``10`22`icon/chengzi.png`800524`365`380`15;180`2600000000`690`22`-1
1023``10`23`icon/chengzi.png`800524`380`395`15;190`3200000000`720`23`-1
1024``10`24`icon/chengzi.png`800524`395`410`15;190`3900000000`750`24`-1
1025``10`25`icon/chengzi.png`800524`410`425`15;290`6100000000`1040`25`-1
1026``10`26`icon/chengzi.png`800524`425`440`15;290`7100000000`1080`26`-1
1027``10`27`icon/chengzi.png`800524`440`455`15;300`8300000000`1120`27`-1
1028``10`28`icon/chengzi.png`800524`455`470`15;300`9500000000`1160`28`-1
1029``10`29`icon/chengzi.png`800524`470`485`15;340`11000000000`1200`29`-1
1030``10`30`icon/chengzi.png`800524`485`485`15;340`12000000000`1240`0`-1
